business_capital,business_location,business_sector,entity_type,business_registration_year,owner_age,owner_gender,owner_education_level,owner_business_experience,capital_source,turnover_2021,turnover_2022,turnover_2023,turnover_2024,business_status,turnover_growth,number_of_employees
315006,GISAGARA,Administrative And Support Service Activities,INDIVIDUAL,2021,27,F,Vocational/Technical,3,Business Partner,2897796,1832073,880826,1823824,Fail,Decreased,1
50000,GISAGARA,Other Service Activities,INDIVIDUAL,2022,47,F,Secondary,0,Crowdfunding,0,41389,118144,234881,Fail,Increased,1
2233156,KAYONZA,Other Service Activities,PARTNERSHIP,2024,40,F,Diploma,3,Bank Loan,4007244,3558213,3159498,2805461,Fail,Decreased,6
8323984,GATSIBO,Real Estate Activities,INDIVIDUAL,2021,39,M,Primary,2,Crowdfunding,112648703,86937723,26903247,20923591,Fail,Decreased,2
2547557,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,39,M,Secondary,2,Bank Loan,10843573,15384288,6277049,15586789,Fail,Increased,1
9312260,MUHANGA,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,35,M,Bachelor's Degree,6,Venture Capital,0,30731886,13266096,14208599,Success,Decreased,4
802127,NGOMA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,24,M,Bachelor's Degree,10,Bank Loan,4262512,5316368,6630778,8270161,Success,Increased,4
1450668,KARONGI,Financial And Insurance Activities,PRIVATE CORPORATION,2023,34,M,Diploma,0,Bank Loan,5108920,5552245,6034039,6557641,Success,Increased,2
1496956,GATSIBO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,52,M,Diploma,12,Foreign Investment,9802446,10345965,10919621,11525085,Success,Increased,7
50000000,NYAGATARE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,JOINT VENTURE,2021,34,M,Bachelor's Degree,2,Family/Friends,50418997,142256056,123108316,238035631,Success,Increased,10
143701,MUHANGA,Manufacturing,PARTNERSHIP,2022,52,F,Diploma,15,Personal Savings,78833,81023,83274,85588,Fail,Stable,2
4750295,MUSANZE,"Water Supply, Gas And Remediation Services",JOINT VENTURE,2021,64,M,Primary,0,Business Partner,31586950,15068578,26073553,15969134,Fail,Decreased,3
346833,KAYONZA,Other Service Activities,INDIVIDUAL,2023,42,F,Secondary,6,Personal Savings,886874,939365,994962,1053850,Success,Increased,2
2155931,RUSIZI,Activities Of Extraterritorial Organizations And Bodies,COOPERATIVE,2022,44,F,Bachelor's Degree,2,Bank Loan,0,3281371,4921908,3347567,Fail,Increased,2
444260,NYAGATARE,Other Service Activities,LIMITED LIABILITY COMPANY,2021,22,F,Primary,0,Microfinance,1006947,989229,971823,954723,Fail,Stable,5
2144528,KIREHE,Transportation And Storage,INDIVIDUAL,2021,21,M,Vocational/Technical,0,Crowdfunding,11765283,6147729,9493624,8059587,Fail,Decreased,2
3824325,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2023,49,F,Secondary,10,Bank Loan,3976514,4141879,4314121,4493526,Fail,Stable,9
739838,KAYONZA,Other Service Activities,COOPERATIVE,2022,22,M,Master's Degree,0,Microfinance,1989099,2096175,2209015,2327930,Success,Increased,1
208915,KIREHE,Other Service Activities,INDIVIDUAL,2024,34,F,Diploma,3,Family/Friends,171200,163412,155979,148884,Fail,Stable,2
7415898,RULINDO,Transportation And Storage,INDIVIDUAL,2021,42,F,Primary,7,Inheritance,6606699,11581350,12546892,13032752,Success,Increased,2
2848856,KAYONZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,51,M,Secondary,1,Personal Savings,1060000,19800000,23524785,6854450,Fail,Increased,2
2729700,BUGESERA,"Arts, Entertainment And Recreation",COOPERATIVE,2021,43,M,Primary,3,Foreign Investment,18051657,15619652,12139539,7838890,Fail,Decreased,2
274610,NYAMASHEKE,Accommodation And Food Service Activities,INDIVIDUAL,2021,55,F,Bachelor's Degree,0,Business Partner,1048591,1950475,1200663,797732,Fail,Decreased,2
83871,MUHANGA,Other Service Activities,INDIVIDUAL,2021,38,M,Secondary,2,Inheritance,258150,1500000,2100000,186200,Fail,Decreased,4
50000000,GICUMBI,Manufacturing,PRIVATE CORPORATION,2021,32,F,Bachelor's Degree,0,Government Grant,607402759,811500567,551490467,1243547779,Success,Increased,15
513553,RUBAVU,Other Service Activities,INDIVIDUAL,2024,32,M,None,13,Bank Loan,1279897,1499092,1755826,2056528,Success,Increased,1
399473,GASABO,Transportation And Storage,INDIVIDUAL,2019,55,F,Diploma,7,Government Grant,1052995,1304314,1615616,2001217,Success,Increased,2
2001695,HUYE,Accommodation And Food Service Activities,PRIVATE CORPORATION,2020,29,M,Bachelor's Degree,6,Personal Savings,9310122,11190897,13451616,16169032,Success,Increased,5
50000,RUTSIRO,Other Service Activities,INDIVIDUAL,2022,44,M,Certificate/Diploma,0,Government Grant,0,410824,427885,438941,Fail,Increased,1
20151686,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,48,M,Secondary,2,Personal Savings,4170000,40834468,44756852,25235390,Success,Increased,6
56362,KICUKIRO,Financial And Insurance Activities,PRIVATE CORPORATION,2020,46,M,Secondary,10,Personal Savings,107119,86123,69243,55671,Fail,Decreased,4
521448,GICUMBI,Other Service Activities,INDIVIDUAL,2022,32,F,Certificate/Diploma,2,Family/Friends,0,1747816,1422160,2237450,Fail,Increased,2
60109,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,35,M,Primary,3,Inheritance,10617572,20829770,16143333,200000,Fail,Decreased,2
978690,KAYONZA,Transportation And Storage,LIMITED LIABILITY COMPANY,2019,29,F,Bachelor's Degree,4,Bank Loan,2532116,2955577,3449856,4026797,Success,Increased,4
50000000,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,COOPERATIVE,2021,39,F,Bachelor's Degree,1,Family/Friends,120408909,172298794,84845185,216004117,Success,Increased,5
237002,KIREHE,Unclassified,INDIVIDUAL,2021,41,M,Secondary,4,Crowdfunding,986146,1497130,1136715,733713,Fail,Decreased,1
760477,NYAGATARE,Other Service Activities,INDIVIDUAL,2020,22,F,Secondary,3,Family/Friends,1025438,1029981,1034544,1039128,Fail,Stable,2
1219966,NYARUGENGE,Transportation And Storage,LIMITED LIABILITY COMPANY,2021,48,F,Secondary,7,Personal Savings,7257691,8360639,9631201,11094850,Success,Increased,7
2312053,NYAMAGABE,Other Service Activities,INDIVIDUAL,2022,29,M,Master's Degree,2,Microfinance,0,391899,7466475,7770454,Fail,Increased,1
50000000,NGOMA,"Agriculture, Forestry And Fishing",PRIVATE CORPORATION,2021,30,F,Bachelor's Degree,1,Inheritance,53306748,33058631,100121715,35478744,Success,Decreased,10
929799,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2021,56,M,Primary,0,Family/Friends,3382498,6809453,4660816,2791894,Fail,Decreased,5
47635601,NYABIHU,Human Health And Social Work Activities,COOPERATIVE,2021,33,M,Vocational/Technical,4,Inheritance,60841374,53627962,41414880,98302037,Success,Increased,4
474818,RWAMAGANA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PARTNERSHIP,2021,23,F,Diploma,0,Family/Friends,932698,980651,1031069,1084079,Success,Increased,1
16924959,RUHANGO,"Electricity, Gas And Air Conditioning Supply",PRIVATE CORPORATION,2022,36,M,Bachelor's Degree,0,Business Partner,0,21312691,43538744,25789849,Success,Increased,5
1148787,MUSANZE,Other Service Activities,INDIVIDUAL,2023,51,M,Secondary,11,Government Grant,1221491,1194589,1168280,1142550,Fail,Stable,7
316865,KAMONYI,Other Service Activities,INDIVIDUAL,2020,52,M,Bachelor's Degree,9,Family/Friends,560967,655554,766090,895264,Success,Increased,1
10081748,GASABO,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2022,25,M,Bachelor's Degree,3,Foreign Investment,0,8515090,7223705,11837944,Success,Increased,3
1308797,KICUKIRO,Financial And Insurance Activities,INDIVIDUAL,2023,37,F,Diploma,10,Bank Loan,6195372,7183826,8329986,9659012,Success,Increased,2
134643,KICUKIRO,Motorcycle transport,SOLE PROPRIETORSHIP,2021,63,M,Diploma,23,Government Grant,101593,89162,78252,68677,Fail,Decreased,1
330796,NYAGATARE,"Electricity, Gas And Air Conditioning Supply",INDIVIDUAL,2022,33,F,PhD,5,Foreign Investment,0,455623,1665482,1036344,Fail,Increased,2
50000000,NYABIHU,Real Estate Activities,INDIVIDUAL,2021,29,M,Bachelor's Degree,0,Family/Friends,216411942,207819750,252363634,351933232,Success,Increased,3
3407809,KIREHE,Motorcycle transport,LIMITED LIABILITY COMPANY,2023,35,M,Diploma,8,Bank Loan,17232129,19857945,22883880,26370905,Success,Increased,10
3687817,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,55,M,No Formal Education,1,Crowdfunding,4950343,14012250,7609666,7677227,Fail,Increased,1
971997,NYAGATARE,Other Service Activities,LIMITED LIABILITY COMPANY,2021,29,F,Primary,2,Personal Savings,2186870,2429942,2700031,3000141,Success,Increased,3
289626,NGORORERO,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2023,29,M,Primary,2,Bank Loan,234642,220508,207226,194744,Fail,Decreased,3
1287331,GASABO,Transportation And Storage,PRIVATE CORPORATION,2022,25,M,Diploma,1,Bank Loan,1792047,1962786,2149792,2354615,Fail,Increased,6
1625191,NYAMAGABE,"Professional, Scientific And Technical Activities",INDIVIDUAL,2021,36,F,Secondary,1,Microfinance,2761510,1973878,1390396,2209533,Fail,Decreased,1
6321896,RUHANGO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,30,F,Vocational/Technical,1,Inheritance,12625254,9652462,28855287,27044054,Fail,Increased,2
50000000,GASABO,Administrative And Support Service Activities,PRIVATE CORPORATION,2022,35,M,Primary,4,Bank Loan,0,53077980,66613882,51013436,Success,Decreased,13
14425913,RWAMAGANA,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2021,45,M,Secondary,2,Bank Loan,40637992,29547607,16744656,39218342,Success,Decreased,5
7018641,GATSIBO,Information And Communication,JOINT VENTURE,2021,41,F,Vocational/Technical,3,Microfinance,3222116,3962342,10136045,13348845,Fail,Increased,1
125900,HUYE,Other Service Activities,INDIVIDUAL,2022,37,M,Certificate/Diploma,0,Personal Savings,0,107732,285860,342285,Fail,Increased,1
212487,GASABO,Unclassified,PRIVATE CORPORATION,2018,54,M,Bachelor's Degree,7,Family/Friends,515624,595450,687634,794090,Success,Increased,1
477281,NYAGATARE,Accommodation And Food Service Activities,INDIVIDUAL,2022,37,M,Bachelor's Degree,0,Personal Savings,1100185,1321763,1587967,1907785,Success,Increased,1
2691683,NYARUGENGE,Other Service Activities,PRIVATE CORPORATION,2023,27,F,Master's Degree,0,Bank Loan,4137197,3589902,3115006,2702933,Fail,Decreased,9
368129,KAMONYI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,49,F,Primary,11,Bank Loan,1645706,1761253,1884913,2017255,Success,Increased,3
114356,GASABO,Administrative And Support Service Activities,INDIVIDUAL,2022,46,F,Primary,8,Family/Friends,247143,270709,296522,324797,Success,Increased,1
16726455,KARONGI,Information And Communication,COOPERATIVE,2022,50,M,Secondary,4,Personal Savings,0,33745209,11542080,60478166,Success,Increased,2
718065,GISAGARA,Unclassified,PRIVATE CORPORATION,2021,64,M,Bachelor's Degree,5,Crowdfunding,1,374000,3273100,4000000,Fail,Increased,2
651076,KIREHE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2021,49,F,Secondary,9,Bank Loan,555063,474467,405574,346684,Fail,Decreased,1
392449,KICUKIRO,"Agriculture, Forestry And Fishing",LIMITED LIABILITY COMPANY,2024,52,F,Primary,2,Personal Savings,298875,286202,274066,262445,Fail,Stable,1
7031604,NGORORERO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,30,F,Master's Degree,1,Government Grant,8775535,7145850,5818810,4738212,Fail,Decreased,10
178161,KAYONZA,Unclassified,PARTNERSHIP,2022,38,M,Diploma,10,Family/Friends,85494,87318,89181,91084,Fail,Stable,2
199500,GICUMBI,Financial And Insurance Activities,INDIVIDUAL,2023,22,F,Secondary,0,Family/Friends,642601,723228,813971,916100,Success,Increased,1
2431738,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2020,48,M,Secondary,7,Personal Savings,9611032,10859558,12270275,13864252,Success,Increased,10
2137322,NYANZA,Human Health And Social Work Activities,INDIVIDUAL,2021,25,M,Secondary,0,Business Partner,3149389,4731658,4949262,6465188,Fail,Increased,1
470325,GASABO,Transportation And Storage,PRIVATE CORPORATION,2023,44,F,Secondary,12,Bank Loan,770411,647242,543765,456831,Fail,Decreased,4
187838,NYAGATARE,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2019,45,M,Diploma,4,Family/Friends,232207,221826,211909,202435,Fail,Stable,3
931875,GATSIBO,Motorcycle transport,INDIVIDUAL,2023,27,M,Secondary,1,Family/Friends,464721,426478,391382,359174,Fail,Decreased,2
302965,MUHANGA,Other Service Activities,INDIVIDUAL,2021,29,M,Primary,5,Personal Savings,143336,117498,96317,78954,Fail,Decreased,2
31806692,NGORORERO,"Water Supply, Gas And Remediation Services",JOINT VENTURE,2022,41,M,Master's Degree,7,Crowdfunding,0,15280714,75401045,59917851,Success,Increased,3
392099,RWAMAGANA,Other Service Activities,PARTNERSHIP,2023,50,F,Master's Degree,2,Family/Friends,286122,256089,229208,205149,Fail,Decreased,2
104080,GICUMBI,Other Service Activities,LIMITED LIABILITY COMPANY,2022,22,F,PhD,1,Family/Friends,20109,18868,17703,16610,Fail,Decreased,1
50000,KAYONZA,Other Service Activities,INDIVIDUAL,2021,34,F,Bachelor's Degree,3,Foreign Investment,651516,465659,788336,201996,Fail,Decreased,1
56153,KARONGI,Other Service Activities,INDIVIDUAL,2021,54,M,Bachelor's Degree,16,Bank Loan,39408,39024,38644,38268,Fail,Stable,2
50000,RUBAVU,Other Service Activities,INDIVIDUAL,2022,48,F,No Formal Education,5,Family/Friends,0,1996758,2314941,130600,Fail,Decreased,2
801765,GISAGARA,Human Health And Social Work Activities,COOPERATIVE,2021,21,M,Bachelor's Degree,0,Venture Capital,4439248,5630518,8927541,1987455,Fail,Decreased,3
782159,NYAGATARE,Other Service Activities,LIMITED LIABILITY COMPANY,2021,52,F,Diploma,7,Bank Loan,2657002,2899689,3164543,3453588,Success,Increased,1
50000,NYAGATARE,Other Service Activities,INDIVIDUAL,2022,29,M,PhD,3,Inheritance,0,69960,139180,102945,Fail,Increased,1
175287,NYAGATARE,Other Service Activities,PRIVATE CORPORATION,2022,57,F,Secondary,17,Personal Savings,849287,913029,981555,1055224,Success,Increased,6
409851,NYARUGENGE,Accommodation And Food Service Activities,LIMITED LIABILITY COMPANY,2023,52,M,None,9,Government Grant,2356974,2833120,3405455,4093411,Success,Increased,3
32805110,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,25,M,No Formal Education,3,Inheritance,0,51930004,102081995,77717694,Success,Increased,5
285701,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,30,F,Master's Degree,0,Personal Savings,0,3904154,1315981,1174743,Fail,Decreased,2
789151,KAMONYI,Transportation And Storage,PRIVATE CORPORATION,2023,30,M,Bachelor's Degree,2,Bank Loan,1468783,1667779,1893735,2150305,Success,Increased,1
50000000,MUSANZE,"Arts, Entertainment And Recreation",PRIVATE CORPORATION,2021,54,M,Vocational/Technical,2,Venture Capital,281336468,472557618,216450279,513948533,Success,Increased,10
258706,GICUMBI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2020,47,F,Master's Degree,8,Personal Savings,103439,95700,88540,81916,Fail,Decreased,5
50000000,KARONGI,Information And Communication,PRIVATE CORPORATION,2022,45,F,Vocational/Technical,0,Foreign Investment,0,763539695,493865478,1091374435,Success,Increased,10
465307,BUGESERA,Other Service Activities,PRIVATE CORPORATION,2022,63,M,Primary,4,Business Partner,0,847418,513298,2398546,Fail,Increased,1
820975,RUBAVU,Other Service Activities,PRIVATE CORPORATION,2018,68,F,Secondary,18,Personal Savings,1807711,1507409,1256994,1048179,Fail,Decreased,6
125208,NGORORERO,Other Service Activities,INDIVIDUAL,2022,39,M,Primary,2,Crowdfunding,0,124407,350511,307456,Fail,Increased,2
226342,NYAMASHEKE,Other Service Activities,INDIVIDUAL,2022,35,F,Diploma,4,Personal Savings,270241,280244,290617,301374,Fail,Stable,3
1480618,KAMONYI,Other Service Activities,INDIVIDUAL,2021,24,M,Secondary,0,Government Grant,2088136,2424359,2814719,3267933,Success,Increased,1
177983,KICUKIRO,Construction,INDIVIDUAL,2023,22,F,Master's Degree,4,Bank Loan,184987,206344,230167,256740,Success,Increased,1
378346,KICUKIRO,Education,PARTNERSHIP,2021,36,F,Bachelor's Degree,6,Family/Friends,329656,349658,370874,393377,Fail,Increased,2
35766184,NYANZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,JOINT VENTURE,2021,41,M,Master's Degree,0,Inheritance,69595090,33219941,65987713,103878555,Success,Increased,4
1819428,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2021,55,F,Secondary,18,Bank Loan,2197412,2345729,2504057,2673072,Fail,Increased,4
50000000,NGORORERO,Public Administration And Defence; Compulsory Social Security,JOINT VENTURE,2022,52,M,Primary,2,Bank Loan,0,90355815,116588742,113072501,Success,Increased,8
300061,KAYONZA,Other Service Activities,LIMITED LIABILITY COMPANY,2020,49,M,Master's Degree,15,Personal Savings,633168,740001,864860,1010787,Success,Increased,2
125655,BUGESERA,Financial And Insurance Activities,LIMITED LIABILITY COMPANY,2023,40,M,Bachelor's Degree,4,Personal Savings,176131,200903,229159,261389,Success,Increased,1
354015,GICUMBI,Other Service Activities,PRIVATE CORPORATION,2020,49,M,Diploma,12,Personal Savings,1303340,1500524,1727540,1988902,Success,Increased,3
201979,NYAMASHEKE,Financial And Insurance Activities,SOLE PROPRIETORSHIP,2021,23,M,Bachelor's Degree,0,Bank Loan,481669,587142,715710,872432,Success,Increased,3
1954965,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PARTNERSHIP,2022,61,F,Bachelor's Degree,21,Personal Savings,2017060,1669168,1381279,1143043,Fail,Decreased,2
36351307,KIREHE,Information And Communication,JOINT VENTURE,2022,32,F,Bachelor's Degree,4,Family/Friends,0,44315480,11052663,65052121,Success,Increased,4
50000000,NYABIHU,Financial And Insurance Activities,COOPERATIVE,2021,29,F,Master's Degree,1,Business Partner,309589366,271957708,366717009,257200405,Success,Decreased,7
621592,KAMONYI,Other Service Activities,INDIVIDUAL,2021,30,F,Diploma,2,Personal Savings,969731,1097347,1241757,1405171,Success,Increased,1
254674,GASABO,Public Administration And Defence; Compulsory Social Security,INDIVIDUAL,2021,41,M,Vocational/Technical,5,Bank Loan,665219,1003718,1103232,905415,Fail,Increased,2
1008752,NYANZA,Education,PRIVATE CORPORATION,2022,36,F,Master's Degree,2,Business Partner,0,11967744,5247530,8210235,Fail,Decreased,1
1430944,RWAMAGANA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,64,M,Diploma,13,Bank Loan,5739823,6707152,7837504,9158353,Success,Increased,5
680168,KICUKIRO,Other Service Activities,INDIVIDUAL,2020,31,M,Bachelor's Degree,6,Bank Loan,1731126,1994186,2297221,2646305,Success,Increased,1
