business_capital,business_location,business_sector,entity_type,business_registration_year,owner_age,owner_gender,owner_education_level,owner_business_experience,capital_source,turnover_2021,turnover_2022,turnover_2023,turnover_2024,business_status,turnover_growth,number_of_employees,employment_2021,employment_2022,employment_2023,employment_2024,employment_growth
4493584,NYARUGURU,Administrative And Support Service Activities,PRIVATE CORPORATION,2022,36,M,Bachelor's Degree,4,Venture Capital,0,39490296,40553831,16849856,Success,Decreased,3,0,3,3,3,Stable
2250038,HUYE,Other Service Activities,INDIVIDUAL,2021,34,M,Diploma,2,Government Grant,6756015,8252437,10080308,12313043,Success,Increased,4,4,5,6,6,Increased
30994756,KICUKIRO,Activities Of Extraterritorial Organizations And Bodies,PRIVATE CORPORATION,2021,36,M,Bachelor's Degree,4,Foreign Investment,41329101,54370409,17753345,19320419,Success,Decreased,9,9,8,7,7,Decreased
240361,NGORORERO,Other Service Activities,INDIVIDUAL,2022,54,M,Primary,15,Personal Savings,100941,92343,84477,77281,Fail,Decreased,2,0,2,2,1,Decreased
50000,BUGESERA,Financial And Insurance Activities,PRIVATE CORPORATION,2022,48,M,Master's Degree,4,Government Grant,0,40300,378500,63564,Fail,Increased,2,0,2,2,1,Decreased
187822,NYABIHU,Unclassified,INDIVIDUAL,2022,46,M,Certificate/Diploma,5,Personal Savings,0,1470827,823042,612659,Fail,Decreased,1,0,1,1,1,Stable
816298,KAMONYI,Financial And Insurance Activities,PRIVATE CORPORATION,2022,32,M,Diploma,6,Angel Investment,2901847,3342120,3849192,4433198,Success,Increased,3,0,3,4,5,Increased
50000000,NYAMAGABE,Real Estate Activities,COOPERATIVE,2022,39,F,Secondary,1,Venture Capital,0,146578567,147363691,171370709,Success,Increased,7,0,7,8,9,Increased
869379,HUYE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,39,M,Secondary,10,Microfinance,1005874,1098373,1199379,1309673,Fail,Increased,1,0,1,1,1,Stable
3009217,GASABO,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2021,58,M,Secondary,2,Bank Loan,110842679,123288193,63923538,2000000,Success,Decreased,7,7,6,5,4,Decreased
5592096,RUTSIRO,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,28,F,PhD,1,Family/Friends,0,2760778,5706150,11042710,Success,Increased,7,0,7,7,8,Increased
50000000,GATSIBO,Financial And Insurance Activities,INDIVIDUAL,2021,21,M,Bachelor's Degree,0,Inheritance,130205496,63468062,345344948,201627000,Success,Increased,3,3,4,4,5,Increased
50000000,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,45,M,Secondary,0,Family/Friends,0,443819909,287452682,178338794,Success,Decreased,5,0,5,5,5,Stable
50000,RUSIZI,Other Service Activities,INDIVIDUAL,2022,33,M,Certificate/Diploma,4,Crowdfunding,0,100000,100000,100000,Fail,Decreased,1,0,1,1,1,Stable
50000000,KARONGI,Information And Communication,JOINT VENTURE,2021,39,F,Certificate/Diploma,2,Bank Loan,506349706,136635773,604362537,707362047,Success,Increased,4,4,4,4,4,Stable
396957,KARONGI,Other Service Activities,INDIVIDUAL,2021,36,M,Secondary,0,Bank Loan,1789065,1965453,2159232,2372116,Success,Increased,7,7,7,8,8,Increased
6050643,NYANZA,Administrative And Support Service Activities,INDIVIDUAL,2021,45,F,Secondary,4,Family/Friends,8114569,9898901,21625797,8560618,Fail,Increased,2,2,2,1,1,Decreased
2836024,NYARUGENGE,Transportation And Storage,INDIVIDUAL,2022,28,M,No Formal Education,3,Venture Capital,0,3100108,4580407,6785579,Fail,Increased,1,0,1,1,1,Stable
188974,RUSIZI,Other Service Activities,LIMITED LIABILITY COMPANY,2021,43,F,Bachelor's Degree,8,Personal Savings,505570,541241,579429,620312,Success,Increased,2,2,2,2,2,Stable
246868,KICUKIRO,Information And Communication,PARTNERSHIP,2021,39,F,Diploma,3,Microfinance,1291736,1452001,1632150,1834650,Success,Increased,3,3,3,3,3,Stable
879700,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,22,M,Master's Degree,0,Family/Friends,2078103,2440287,2865595,3365028,Success,Increased,2,2,2,2,2,Stable
50000000,NYARUGURU,Construction,JOINT VENTURE,2021,21,M,Vocational/Technical,0,Personal Savings,249345743,744919114,615675300,369371164,Success,Increased,9,9,10,12,12,Increased
50000000,NYARUGENGE,Construction,PRIVATE CORPORATION,2021,47,M,Secondary,7,Foreign Investment,641975902,792365407,907618235,603075995,Success,Decreased,7,7,6,5,4,Decreased
614199,RULINDO,Human Health And Social Work Activities,INDIVIDUAL,2022,30,M,PhD,1,Microfinance,0,854058,6926256,3540971,Fail,Increased,1,0,1,1,1,Stable
416616,RUHANGO,Administrative And Support Service Activities,INDIVIDUAL,2022,44,F,Secondary,5,Personal Savings,0,1154930,5671979,1204091,Fail,Increased,1,0,1,1,1,Stable
16292418,RUSIZI,Activities Of Households As Employers; Undifferentiated Goods- And Services-Producing Activities Of Households For Own Use,INDIVIDUAL,2021,37,M,Bachelor's Degree,4,Business Partner,11100200,17396676,14819449,30646686,Success,Increased,3,3,4,5,5,Increased
6998797,GATSIBO,Other Service Activities,PRIVATE CORPORATION,2021,36,M,Master's Degree,2,Family/Friends,12580726,13583564,14666340,15835427,Fail,Increased,9,9,6,4,3,Decreased
325334,NYABIHU,Other Service Activities,INDIVIDUAL,2022,42,M,Certificate/Diploma,5,Crowdfunding,0,1236309,1323548,1876651,Fail,Increased,2,0,2,2,1,Decreased
50000000,KICUKIRO,Mining And Quarrying,COOPERATIVE,2021,50,F,Vocational/Technical,1,Family/Friends,884099514,1156226275,1013172492,360709617,Success,Decreased,8,8,7,6,6,Decreased
376228,GASABO,Unclassified,PARTNERSHIP,2022,54,F,Diploma,14,Bank Loan,425555,435611,445904,456441,Fail,Stable,2,0,2,2,1,Decreased
87294,RUSIZI,Other Service Activities,INDIVIDUAL,2022,36,M,Certificate/Diploma,3,Inheritance,0,348298,687418,534676,Fail,Increased,1,0,1,1,1,Stable
12210378,RWAMAGANA,Education,INDIVIDUAL,2022,33,F,Master's Degree,3,Foreign Investment,0,34389289,16964554,14966780,Success,Decreased,5,0,5,4,4,Decreased
50000000,NYAMAGABE,"Arts, Entertainment And Recreation",COOPERATIVE,2021,40,F,Secondary,3,Venture Capital,88349325,78014653,187440732,84833774,Success,Decreased,5,5,4,4,3,Decreased
4814259,GASABO,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,40,M,PhD,2,Family/Friends,0,4903644,23880593,10778129,Fail,Increased,3,0,3,3,2,Decreased
7490920,MUHANGA,Unclassified,INDIVIDUAL,2021,57,M,No Formal Education,0,Government Grant,47440502,16942470,63968189,12727585,Success,Decreased,4,4,4,3,3,Decreased
213790,KAYONZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,27,M,Primary,0,Government Grant,470000,1801148,744801,1758987,Fail,Increased,1,1,1,1,1,Stable
2698487,HUYE,Information And Communication,COOPERATIVE,2022,31,F,Bachelor's Degree,1,Bank Loan,0,16758625,13830557,6345241,Fail,Decreased,1,0,1,1,1,Stable
50000000,GASABO,"Arts, Entertainment And Recreation",PRIVATE CORPORATION,2022,26,F,PhD,1,Crowdfunding,0,47091970,40456181,74394026,Success,Increased,11,0,11,12,12,Stable
3391267,KARONGI,Other Service Activities,PRIVATE CORPORATION,2022,48,M,PhD,13,Personal Savings,25829699,32066969,39810395,49423678,Success,Increased,9,0,9,10,12,Increased
160591,KARONGI,Activities of Mobile Money Agents,PRIVATE CORPORATION,2022,41,F,Bachelor's Degree,8,Personal Savings,474264,578286,705123,859780,Success,Increased,1,0,1,1,1,Stable
50000000,NGORORERO,Real Estate Activities,COOPERATIVE,2021,60,F,Secondary,6,Microfinance,107266292,92691185,129318872,176331350,Success,Increased,5,5,5,6,7,Increased
10268384,KARONGI,Accommodation And Food Service Activities,COOPERATIVE,2021,24,F,Secondary,1,Family/Friends,5380454,7856045,19714504,38793084,Success,Increased,2,2,2,2,2,Stable
31545085,BURERA,Construction,JOINT VENTURE,2021,41,F,Master's Degree,1,Bank Loan,50931853,34860313,35917068,53687022,Success,Increased,4,4,5,5,5,Increased
123555,MUSANZE,Other Service Activities,INDIVIDUAL,2022,57,F,PhD,0,Government Grant,0,1055890,966473,383056,Fail,Decreased,1,0,1,1,1,Stable
37853523,MUSANZE,Transportation And Storage,JOINT VENTURE,2021,28,F,Bachelor's Degree,1,Inheritance,34448451,42191343,24240990,54748948,Success,Increased,3,3,3,3,4,Increased
942790,MUHANGA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,30,F,Master's Degree,10,Personal Savings,1000459,917428,841288,771467,Fail,Decreased,4,0,4,3,2,Decreased
50000000,HUYE,Transportation And Storage,PRIVATE CORPORATION,2021,39,F,Bachelor's Degree,1,Foreign Investment,136900720,60043562,314853487,174228734,Success,Increased,6,6,7,7,8,Increased
86989,NGOMA,Unclassified,PRIVATE CORPORATION,2022,46,M,Diploma,12,Personal Savings,83518,74309,66115,58825,Fail,Decreased,2,0,2,1,1,Decreased
299865,NYARUGENGE,Other Service Activities,PARTNERSHIP,2021,46,M,Master's Degree,6,Personal Savings,250072,251135,252203,253275,Fail,Stable,2,2,1,1,1,Decreased
80206,RUBAVU,Financial And Insurance Activities,INDIVIDUAL,2022,31,F,Diploma,6,Personal Savings,67469,69753,72115,74557,Fail,Stable,1,0,1,1,1,Stable
47198716,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,28,F,Master's Degree,0,Family/Friends,119690454,57518707,42436146,72880352,Success,Decreased,5,5,5,5,4,Decreased
104085,RWAMAGANA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,43,M,Diploma,4,Personal Savings,197369,244508,302906,375252,Success,Increased,1,1,1,1,1,Stable
3764744,KARONGI,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2021,29,M,Bachelor's Degree,0,Family/Friends,2592571,2733521,2882134,3038827,Fail,Increased,6,6,5,3,2,Decreased
1417252,GASABO,"Professional, Scientific And Technical Activities",INDIVIDUAL,2022,35,M,Diploma,12,Government Grant,3979160,4911673,6062720,7483514,Success,Increased,5,0,5,5,5,Stable
3508355,KIREHE,Information And Communication,JOINT VENTURE,2021,49,F,Bachelor's Degree,6,Bank Loan,9574871,16766848,9558847,8706008,Fail,Decreased,2,2,1,1,1,Decreased
992317,GICUMBI,Accommodation And Food Service Activities,PARTNERSHIP,2022,44,F,Diploma,2,Family/Friends,3997357,4826497,5827619,7036396,Success,Increased,2,0,2,2,2,Stable
3642240,BUGESERA,"Agriculture, Forestry And Fishing",PRIVATE CORPORATION,2022,64,F,Bachelor's Degree,3,Venture Capital,0,1589350,3178496,5868020,Success,Increased,6,0,6,7,8,Increased
586681,KAMONYI,Other Service Activities,SOLE PROPRIETORSHIP,2022,33,M,Bachelor's Degree,7,Foreign Investment,312094,260256,217028,180980,Fail,Decreased,2,0,2,1,1,Decreased
50000,GASABO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,46,F,Primary,2,Business Partner,0,66666,1950000,10550,Fail,Decreased,1,0,1,1,1,Stable
1138814,KIREHE,"Professional, Scientific And Technical Activities",PRIVATE CORPORATION,2022,33,F,Primary,0,Venture Capital,0,680500,1451000,958750,Fail,Increased,5,0,5,4,2,Decreased
50000000,KARONGI,Manufacturing,JOINT VENTURE,2021,21,F,Bachelor's Degree,0,Foreign Investment,44318140,49944343,137436318,82734249,Success,Increased,10,10,11,12,14,Increased
23818913,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,38,M,Master's Degree,1,Personal Savings,0,129468108,212980807,53246369,Success,Decreased,5,0,5,4,3,Decreased
306917,NYAGATARE,"Arts, Entertainment And Recreation",PRIVATE CORPORATION,2021,37,M,Primary,1,Family/Friends,1562176,3422243,2383634,1958649,Fail,Increased,1,1,1,1,1,Stable
257457,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2022,22,M,Bachelor's Degree,2,Personal Savings,197231,204455,211943,219706,Fail,Stable,2,0,2,2,1,Decreased
520666,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,45,F,Bachelor's Degree,15,Family/Friends,983482,1085356,1197783,1321856,Success,Increased,2,0,2,2,2,Stable
1677422,KICUKIRO,Unclassified,PRIVATE CORPORATION,2022,50,M,Secondary,11,Bank Loan,3647565,3004084,2474122,2037652,Fail,Decreased,5,0,5,4,2,Decreased
1489348,NYARUGENGE,Unclassified,INDIVIDUAL,2021,35,M,PhD,5,Inheritance,4406436,3069321,6005017,4067229,Success,Decreased,1,1,1,1,1,Stable
316279,MUSANZE,Information And Communication,INDIVIDUAL,2022,31,M,No Formal Education,0,Government Grant,0,1083321,2934949,775900,Fail,Decreased,1,0,1,1,1,Stable
246262,RUBAVU,Other Service Activities,INDIVIDUAL,2022,28,M,Bachelor's Degree,0,Venture Capital,0,1500500,3745553,611859,Fail,Decreased,1,0,1,1,1,Stable
858188,NYAMASHEKE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,23,F,Master's Degree,0,Bank Loan,4491334,5184719,5985150,6909154,Success,Increased,5,0,5,6,7,Increased
233457,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,21,F,Certificate/Diploma,1,Foreign Investment,1346904,1509059,10000,1077670,Fail,Decreased,1,1,1,1,1,Stable
50000000,MUHANGA,Mining And Quarrying,INDIVIDUAL,2021,24,F,Vocational/Technical,0,Inheritance,403999031,196411233,303275112,189833859,Success,Decreased,6,6,6,5,4,Decreased
1284874,KAYONZA,"Agriculture, Forestry And Fishing",JOINT VENTURE,2022,29,F,Secondary,2,Family/Friends,0,983899,1586141,3419909,Success,Increased,3,0,3,2,1,Decreased
2242212,RULINDO,Construction,INDIVIDUAL,2022,44,F,Bachelor's Degree,6,Government Grant,0,7442078,10699505,4184009,Success,Decreased,3,0,3,3,2,Decreased
50000000,RUBAVU,Financial And Insurance Activities,PRIVATE CORPORATION,2021,45,F,Vocational/Technical,2,Crowdfunding,309023700,707610772,221645160,325971976,Success,Increased,10,10,12,14,16,Increased
1351900,GICUMBI,Manufacturing,PRIVATE CORPORATION,2021,22,F,PhD,0,Angel Investment,566744,503254,446877,396815,Fail,Decreased,4,4,4,3,2,Decreased
400878,BUGESERA,Financial And Insurance Activities,INDIVIDUAL,2022,36,M,Diploma,6,Personal Savings,1019174,1099897,1187014,1281031,Success,Increased,3,0,3,3,3,Stable
36774174,NYARUGURU,Manufacturing,INDIVIDUAL,2021,43,M,Primary,4,Microfinance,19770283,40685581,44733950,44868897,Success,Increased,2,2,2,2,2,Stable
6741427,NYARUGENGE,Unclassified,PRIVATE CORPORATION,2022,62,M,Secondary,0,Venture Capital,0,42262565,121067857,4638873,Success,Decreased,9,0,9,8,7,Decreased
6125789,KICUKIRO,Transportation And Storage,INDIVIDUAL,2022,40,M,Primary,6,Government Grant,0,9320608,20286207,19602826,Success,Increased,2,0,2,2,2,Stable
37017347,NYARUGURU,Public Administration And Defence; Compulsory Social Security,PRIVATE CORPORATION,2021,43,M,Bachelor's Degree,3,Inheritance,17409190,18933545,27816037,82677457,Success,Increased,5,5,6,7,8,Increased
1871861,GATSIBO,"Professional, Scientific And Technical Activities",COOPERATIVE,2022,35,F,Secondary,2,Crowdfunding,0,1781926,4054713,4660456,Fail,Increased,2,0,2,2,2,Stable
2016532,KICUKIRO,Other Service Activities,LIMITED LIABILITY COMPANY,2021,57,M,Bachelor's Degree,16,Bank Loan,2929538,2759053,2598490,2447271,Fail,Decreased,5,5,4,3,2,Decreased
9350820,NYABIHU,Activities Of Households As Employers; Undifferentiated Goods- And Services-Producing Activities Of Households For Own Use,INDIVIDUAL,2022,41,M,Master's Degree,1,Inheritance,0,37848535,29984808,16678433,Success,Decreased,3,0,3,3,2,Decreased
138593,KICUKIRO,Transportation And Storage,PRIVATE CORPORATION,2022,49,M,Secondary,7,Personal Savings,602432,637921,675500,715293,Success,Increased,2,0,2,2,2,Stable
74579,MUSANZE,Other Service Activities,INDIVIDUAL,2021,29,F,Diploma,5,Personal Savings,149016,176607,209307,248061,Success,Increased,2,2,2,2,2,Stable
269680,NYANZA,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,40,F,Primary,2,Crowdfunding,2866078,837976,934124,672189,Fail,Decreased,1,1,1,1,1,Stable
50000000,GASABO,Accommodation And Food Service Activities,PRIVATE CORPORATION,2022,31,F,Master's Degree,4,Venture Capital,0,1,75451,817547068,Success,Increased,3,0,3,3,3,Stable
50000000,GISAGARA,Unclassified,JOINT VENTURE,2021,35,M,Master's Degree,4,Government Grant,104480182,149649350,279892868,106283291,Success,Increased,8,8,9,10,11,Increased
1585967,KAYONZA,Unclassified,COOPERATIVE,2021,46,M,Bachelor's Degree,4,Crowdfunding,5413579,5864674,11376254,4405305,Success,Decreased,5,5,4,4,4,Decreased
317121,RWAMAGANA,Manufacturing,COOPERATIVE,2022,57,F,Secondary,12,Bank Loan,738454,916942,1138572,1413771,Success,Increased,2,0,2,2,2,Stable
50000000,KICUKIRO,Construction,PRIVATE CORPORATION,2021,31,M,Secondary,2,Business Partner,367127988,211824995,135753112,224673677,Success,Decreased,7,7,6,5,5,Decreased
50000,NYAGATARE,Other Service Activities,INDIVIDUAL,2022,45,M,Primary,3,Inheritance,0,225480,176528,116117,Fail,Decreased,1,0,1,1,1,Stable
32468066,NYARUGURU,Administrative And Support Service Activities,COOPERATIVE,2022,42,M,Bachelor's Degree,5,Inheritance,0,52557236,31799321,55606889,Success,Increased,4,0,4,4,4,Stable
1179350,GICUMBI,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,31,M,Secondary,2,Bank Loan,2269985,2798207,3449346,4252004,Success,Increased,1,0,1,1,1,Stable
50000,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,67,M,Certificate/Diploma,3,Foreign Investment,2200000,2200000,4366887,31500,Fail,Decreased,1,1,1,1,1,Stable
101865,KICUKIRO,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,LIMITED LIABILITY COMPANY,2022,44,M,Secondary,13,Government Grant,184769,211611,242353,277561,Success,Increased,2,0,2,2,2,Stable
50000000,NYARUGENGE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2022,21,F,Master's Degree,0,Inheritance,0,173968905,660567328,607785400,Success,Increased,15,0,15,18,21,Increased
30420641,GISAGARA,Public Administration And Defence; Compulsory Social Security,PRIVATE CORPORATION,2022,41,M,Bachelor's Degree,4,Crowdfunding,0,46301603,15905382,62792539,Success,Increased,7,0,7,8,9,Increased
50000000,GASABO,Financial And Insurance Activities,INDIVIDUAL,2022,37,M,Master's Degree,0,Venture Capital,0,109030474,136973703,126727525,Success,Increased,6,0,6,6,6,Stable
50000000,NYARUGURU,Mining And Quarrying,PRIVATE CORPORATION,2021,41,M,Vocational/Technical,2,Microfinance,943410895,386310714,683641800,1281913487,Success,Increased,11,11,12,13,15,Increased
706949,RUBAVU,Other Service Activities,PRIVATE CORPORATION,2022,24,M,Secondary,0,Personal Savings,2786578,2937209,3095982,3263338,Success,Increased,3,0,3,3,3,Stable
50000000,RWAMAGANA,Financial And Insurance Activities,PRIVATE CORPORATION,2021,28,M,Bachelor's Degree,3,Personal Savings,838452001,9438333135,7963320232,3497050962,Success,Increased,7,7,8,10,11,Increased
5897748,NYAGATARE,Public Administration And Defence; Compulsory Social Security,JOINT VENTURE,2021,21,M,Secondary,1,Crowdfunding,19410146,6210289,31171244,11241854,Success,Decreased,4,4,4,4,3,Decreased
43913009,BURERA,Mining And Quarrying,INDIVIDUAL,2021,39,M,Master's Degree,3,Business Partner,25772869,47977424,117183270,95908965,Success,Increased,4,4,4,4,4,Stable
2316960,RUHANGO,Education,INDIVIDUAL,2021,40,F,Vocational/Technical,3,Foreign Investment,8430260,32125043,4916704,9738230,Fail,Increased,1,1,1,1,1,Stable
2540066,NYAMASHEKE,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,INDIVIDUAL,2021,30,F,Master's Degree,7,Bank Loan,23477147,29269573,36491142,45494461,Success,Increased,7,7,8,9,9,Increased
102298,KAYONZA,Unclassified,INDIVIDUAL,2022,22,F,Secondary,5,Microfinance,50847,52373,53945,55564,Fail,Stable,1,0,1,1,1,Stable
30579206,RUBAVU,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,PRIVATE CORPORATION,2021,35,F,Bachelor's Degree,2,Venture Capital,105295267,153419047,77550153,49844497,Success,Decreased,6,6,5,4,4,Decreased
50000000,NYAMAGABE,Transportation And Storage,PRIVATE CORPORATION,2021,39,M,Secondary,3,Crowdfunding,60237150,98748287,45357847,161784292,Success,Increased,7,7,8,9,11,Increased
8214053,NGOMA,Other Service Activities,LIMITED LIABILITY COMPANY,2021,39,M,PhD,7,Bank Loan,41766834,51745875,64109134,79426255,Success,Increased,11,11,12,13,14,Increased
